SID,LON,LAT,NAME,SUPERMARKET
2139.000000000000000,-2.289450000000000,53.589840000000000,Bury Marketside,Asda
2140.000000000000000,-1.775950000000000,53.672429999999900,Huddersfield,Asda
2141.000000000000000,-2.417700000000000,53.567979999999900,Burnden Park,Asda
2142.000000000000000,-6.746080000000000,54.635019999999900,Cookstown Northern Ireland,Asda
2143.000000000000000,-2.647470000000000,53.543239999999900,Wigan Supercentre,Asda
2144.000000000000000,-2.274900000000000,53.577039999999900,Pilsworth,Asda
2145.000000000000000,-1.632010000000000,53.687660000000000,Dewsbury,Asda
2146.000000000000000,-2.329150000000000,53.560720000000000,Radcliffe,Asda
2147.000000000000000,-2.395470000000000,53.547939999999900,Farnworth,Asda
2148.000000000000000,-2.093050000000000,53.575380000000000,Shaw,Asda
2149.000000000000000,-2.948130000000000,53.490000000000000,Aintree,Asda
2150.000000000000000,-2.138520000000000,53.558210000000000,Oldham Living,Asda
2151.000000000000000,-1.351400000000000,53.715829999999900,Glasshoughton,Asda
2152.000000000000000,-2.526220000000000,53.502490000000000,Leigh,Asda
2153.000000000000000,-2.138860000000000,53.546709999999900,Chadderton,Asda
2154.000000000000000,-6.002400000000000,54.063200000000000,Kilkeel Northern Ireland,Asda
2155.000000000000000,-2.602800000000000,53.479649999999900,Golborne,Asda
2156.000000000000000,-1.490090000000000,53.650880000000000,Wakefield,Asda
2157.000000000000000,-1.324440000000000,53.689749999999900,Essentials Pontefract,Asda
2158.000000000000000,-2.212640000000000,53.510649999999900,Harpurhey,Asda
2159.000000000000000,-2.745510000000000,53.453670000000000,St Helens,Asda
2160.000000000000000,-2.239810000000000,53.498649999999900,Manchester Fort Living,Asda
2161.000000000000000,-2.938020000000000,53.441530000000000,Walton,Asda
2162.000000000000000,-2.343510000000000,53.468989999999900,Trafford Park,Asda
2163.000000000000000,-2.179560000000000,53.486910000000000,Eastlands Supercentre,Asda
2164.000000000000000,-2.958990000000000,53.422680000000000,Breck Road,Asda
2165.000000000000000,-3.045900000000000,53.419960000000000,Liscard,Asda
2166.000000000000000,-2.842310000000000,53.416110000000000,Huyton,Asda
2167.000000000000000,-2.094950000000000,53.483829999999900,Ashton,Asda
2168.000000000000000,-2.245530000000000,53.461140000000000,Hulme,Asda
2169.000000000000000,-2.980780000000000,53.405389999999900,George Liverpool,Asda
2170.000000000000000,-2.203350000000000,53.461219999999900,Longsight,Asda
2171.000000000000000,-2.932800000000000,53.391739999999900,Sefton Park,Asda
2172.000000000000000,-2.628840000000000,53.406700000000000,Westbrook,Asda
2173.000000000000000,-2.526640000000000,53.414389999999900,Birchwood,Asda
2174.000000000000000,-2.082130000000000,53.451870000000000,Hyde,Asda
2175.000000000000000,-3.074750000000000,53.370260000000000,Arrowe Park,Asda
2176.000000000000000,-2.585910000000000,53.391550000000000,Warrington,Asda
2177.000000000000000,-1.473070000000000,53.560020000000000,Barnsley,Asda
2178.000000000000000,-2.355770000000000,53.399830000000000,Altrincham Living,Asda
2179.000000000000000,-2.731210000000000,53.363930000000000,Widnes,Asda
2180.000000000000000,-2.865530000000000,53.356670000000000,Hunts Cross,Asda
2181.000000000000000,-2.156480000000000,53.412750000000000,Stockport,Asda
2182.000000000000000,-2.263130000000000,53.392510000000000,Wythenshawe,Asda
2183.000000000000000,-2.973300000000000,53.337859999999900,Bromborough,Asda
2184.000000000000000,-2.702800000000000,53.329870000000000,Runcorn,Asda
2185.000000000000000,-1.179710000000000,53.582639999999900,Carcroft,Asda
2186.000000000000000,-3.520580000000000,53.310569999999900,Rhyl,Asda
2187.000000000000000,-1.389690000000000,53.506140000000000,Cortonwood Living,Asda
2188.000000000000000,-3.820750000000000,53.321129999999900,Llandudno,Asda
2189.000000000000000,-2.899920000000000,53.277310000000000,Ellesmere Port,Asda
2190.000000000000000,-1.463720000000000,53.462890000000000,Chapeltown,Asda
2191.000000000000000,-7.471100000000000,54.829799999999900,Strabane Northern Ireland,Asda
2192.000000000000000,-0.345090000000000,53.793360000000000,Kingswood,Asda
2193.000000000000000,-1.095040000000000,53.515500000000000,Doncaster,Asda
2194.000000000000000,-7.311810000000000,54.595869999999900,Omagh Northern Ireland,Asda
2195.000000000000000,-1.319420000000000,53.443269999999900,Rotherham,Asda
2196.000000000000000,-3.027190000000000,53.205249999999900,Queensferry,Asda
2197.000000000000000,-0.371700000000000,53.733490000000000,Hessle,Asda
2198.000000000000000,-0.314300000000000,53.752160000000000,Mount Pleasant,Asda
2199.000000000000000,-0.250120000000000,53.776730000000000,Hull,Asda
2200.000000000000000,-4.313390000000000,53.256450000000000,LLangefni,Asda
2201.000000000000000,-1.395670000000000,53.375360000000000,Sheffield Supercentre,Asda
2202.000000000000000,-2.526900000000000,53.191440000000000,Winsford,Asda
2203.000000000000000,-0.684630000000000,53.565330000000000,Scunthorpe,Asda
2204.000000000000000,-2.443620000000000,53.099179999999900,Crewe,Asda
2205.000000000000000,-2.986170000000000,53.049169999999900,Wrexham,Asda
2206.000000000000000,-0.941510000000000,53.320950000000000,East Retford,Asda
2207.000000000000000,-2.205920000000000,53.055770000000000,Tunstall,Asda
2208.000000000000000,-2.210260000000000,53.027900000000000,Wolstanton,Asda
2209.000000000000000,-0.077540000000000,53.567300000000000,Grimsby,Asda
2210.000000000000000,-7.633240000000000,54.341299999999900,Enniskillen Northern Ireland,Asda
2211.000000000000000,-1.168420000000000,53.156440000000000,Mansfield,Asda
2212.000000000000000,-1.258670000000000,53.126460000000000,Sutton in Ashfield,Asda
2213.000000000000000,-0.557740000000000,53.221420000000000,Lincoln (Valentine) Living,Asda
2214.000000000000000,-4.415690000000000,52.889840000000000,Pwllheli,Asda
2215.000000000000000,-0.591540000000000,53.187869999999900,Lincoln,Asda
2216.000000000000000,-1.128140000000000,53.003309999999900,Arnold,Asda
2217.000000000000000,-1.415480000000000,52.915170000000000,Derby Supercentre,Asda
2218.000000000000000,-1.169100000000000,52.965840000000000,Hyson Green,Asda
2219.000000000000000,-2.106810000000000,52.804180000000000,Stafford,Asda
2220.000000000000000,-1.491770000000000,52.878660000000000,Sinfin,Asda
2221.000000000000000,-1.268490000000000,52.899970000000000,Long Eaton,Asda
2222.000000000000000,-1.138640000000000,52.925170000000000,Nottingham West Bridgford,Asda
2223.000000000000000,-2.740530000000000,52.703530000000000,Shrewsbury,Asda
2224.000000000000000,-2.432240000000000,52.708140000000000,Donnington Wood,Asda
2225.000000000000000,-1.633750000000000,52.800579999999900,Burton on Trent,Asda
2226.000000000000000,-2.445250000000000,52.677520000000000,Telford,Asda
2227.000000000000000,-2.035630000000000,52.682969999999900,Cannock,Asda
2228.000000000000000,-0.645080000000000,52.913370000000000,Grantham,Asda
2229.000000000000000,-2.001280000000000,52.615420000000000,Bloxwich,Asda
2230.000000000000000,-2.128440000000000,52.590179999999900,Wolverhampton,Asda
2231.000000000000000,-1.989180000000000,52.587499999999900,Walsall Living,Asda
2232.000000000000000,-1.700220000000000,52.625470000000000,Tamworth,Asda
2233.000000000000000,-1.980590000000000,52.582500000000000,St.Matthews,Asda
2234.000000000000000,-2.034390000000000,52.568620000000000,Darlaston,Asda
2235.000000000000000,-2.056040000000000,52.544379999999900,Tipton,Asda
